cnic,name,name_clean,canonical_cnic,cluster_id
35205-3462004-4,Umar Mehmood,umar mehmood,35205-3462004-4,404
35207-1096890-6,Ahmed Ali,ahmed ali,35204-4042073-7,41
35205-2980090-1,Farhan Mahmood,farhan mahmood,35209-9871378-1,344
35205-6633142-9,Rizwan Ahmed,rizwan ahmed,35201-1576975-2,243
35204-5498009-4,Salman Butt,salman butt,35208-1972166-6,2
35204-9038162-6,Waqas Zafar,waqas zafar,35201-3054431-1,78
35208-6651894-8,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35208-3844473-1,Yasir Butt,yasir butt,35205-7324961-6,3
35208-7033287-8,Osman Iqbal,osman iqbal,35201-4183833-7,198
35203-5792947-5,Shahzaib Raza,shahzaib raza,35203-1389182-6,191
35205-4160034-8,Waqas Zafar,waqas zafar,35201-3054431-1,78
35201-5719559-2,Salman Malik,salman malik,35209-8975340-7,389
35204-1274818-9,Faisal Ahmed,faisal ahmed,35207-8397903-1,111
35208-3905012-3,Tariq Dar,tariq dar,35208-6076062-1,377
35209-1139228-1,Waqas Raza,waqas raza,35204-4755706-6,107
35208-4549520-9,Waqas Zafar,waqas zafar,35201-3054431-1,78
35203-6557120-8,Rizwan Khan,rizwan khan,35206-5776063-8,117
35204-6666251-4,Junaid Dar,junaid dar,35202-7472399-8,265
35204-8110839-6,Umar Mahmood,umar mahmood,35204-8110839-6,366
35202-9534870-8,Ali Akhtar,ali akhtar,35209-1166325-3,193
35207-5793882-2,Abdullah Iqbal,abdullah iqbal,35206-4060005-8,172
35208-3682967-5,Tariq Nawaz,tariq nawaz,35203-3586812-2,146
35203-6906884-6,Waqas Malik,waqas malik,35207-7476368-1,110
35202-1263458-8,Junaid Nawaz,junaid nawaz,35203-6885593-5,311
35208-3847800-8,Ahmed Nawaz,ahmed nawaz,35205-8500517-4,71
35206-9494208-6,Farhan Sheikh,farhan sheikh,35205-6429838-2,17
35208-5873604-4,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35209-4848655-4,Bilal Qureshi,bilal qureshi,35207-3090496-5,163
35201-1991618-8,Zain Ahmed,zain ahmed,35201-3769792-1,173
35204-6287390-2,Ali Iqbal,ali iqbal,35206-9182416-4,310
35201-8686098-5,Bilal Butt,bilal butt,35207-9919630-3,292
35204-4202640-2,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35204-7076375-1,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35207-8050027-7,Osman Bajwa,osman bajwa,35208-4987886-5,207
35205-9014668-4,Abdullah Butt,abdullah butt,35209-4073082-9,23
35205-9758926-6,Asad Mahmood,asad mahmood,35201-4857509-1,360
35209-4921656-3,Salman Nawaz,salman nawaz,35209-4795850-9,258
35205-9816586-8,Asad Mehmood,asad mehmood,35207-5568727-1,307
35207-3021696-4,Shahzaib Mahmood,shahzaib mahmood,35208-2802462-5,154
35208-2781810-8,Muhammad Raza,muhammad raza,35206-5083037-9,401
35205-9176767-6,Yasir Qureshi,yasir qureshi,35209-5692770-6,66
35207-2437673-8,Umar Khan,umar khan,35207-6968880-8,83
35204-4473800-3,Tariq Sheikh,tariq sheikh,35205-8887776-7,79
35201-8498916-6,Muhammad Qureshi,muhammad qureshi,35204-9570062-8,328
35201-8763723-8,Zain Ali,zain ali,35204-9309788-9,179
35201-3919870-7,Shahzaib Butt,shahzaib butt,35209-1379907-3,161
35204-6787332-7,Ahmed Mahmood,ahmed mahmood,35209-4812032-1,169
35207-4911813-1,Yasir Raza,yasir raza,35203-7622086-8,81
35208-3710879-2,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35209-1428832-1,Ali Ahmed,ali ahmed,35203-8625804-4,40
35206-5659603-5,Yasir Zafar,yasir zafar,35201-6603825-1,65
35206-7184732-2,Umar Iqbal,umar iqbal,35201-5487584-5,315
35206-5859085-6,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35206-9361345-5,Hamza Dar,hamza dar,35204-1320523-5,373
35205-7582697-8,Faisal Akhtar,faisal akhtar,35203-9309811-4,304
35201-2088527-5,Umar Dar,umar dar,35203-6963836-5,359
35205-7946130-3,Yasir Khan,yasir khan,35205-8137316-9,11
35209-5021379-1,Osman Sheikh,osman sheikh,35205-4994849-6,126
35203-9923583-9,Umar Zafar,umar zafar,35208-5536199-6,302
35204-6796497-6,Osman Butt,osman butt,35204-5402716-9,29
35205-6134584-9,Hamza Ali,hamza ali,35201-9543184-5,343
35204-2408846-9,Waqas Khan,waqas khan,35201-3360361-7,14
35207-4907379-6,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35209-6423645-2,Ali Mahmood,ali mahmood,35208-5913109-5,356
35206-3798585-6,Zain Khan,zain khan,35205-2942808-9,68
35205-7358319-5,Zain Khan,zain khan,35205-2942808-9,68
35201-2182115-3,Osman Dar,osman dar,35205-1401896-9,219
35201-7480938-5,Rizwan Akhtar,rizwan akhtar,35204-1924125-2,242
35201-9727811-8,Asad Zafar,asad zafar,35207-9601304-3,153
35209-8717580-1,Ahmed Malik,ahmed malik,35209-5667519-4,278
35204-1104466-2,Yasir Qureshi,yasir qureshi,35201-5097262-9,67
35208-3152101-4,Asad Mehmood,asad mehmood,35207-5568727-1,307
35205-1651261-3,Ahmed Malik,ahmed malik,35208-1882830-5,279
35208-5015318-9,Ali Mehmood,ali mehmood,35208-8588481-6,341
35206-4255632-9,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35203-4047983-9,Ali Dar,ali dar,35203-2594508-8,338
35201-1528017-6,Asad Akhtar,asad akhtar,35205-9942238-6,124
35205-8563969-1,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35208-3965661-4,Umar Sheikh,umar sheikh,35207-4616295-8,141
35205-6864860-1,Abdullah Ali,abdullah ali,35206-8514269-9,285
35204-9412034-1,Ali Sheikh,ali sheikh,35203-9462280-2,134
35208-7921948-6,Farhan Butt,farhan butt,35206-9451423-5,5
35206-1719223-5,Junaid Khan,junaid khan,35205-3521740-7,180
35204-7658114-6,Umar Mahmood,umar mahmood,35204-8110839-6,366
35201-5401769-2,Zain Qureshi,zain qureshi,35205-4525802-1,269
35209-3607098-5,Ahmed Qureshi,ahmed qureshi,35208-6562251-1,211
35208-7209572-1,Rizwan Iqbal,rizwan iqbal,35203-9644807-5,238
35204-4330367-1,Umar Raza,umar raza,35201-2443264-9,21
35203-9138657-4,Yasir Bajwa,yasir bajwa,35207-4206670-6,316
35203-3012189-2,Ahmed Iqbal,ahmed iqbal,35208-1745560-8,298
35203-4665842-5,Noman Mahmood,noman mahmood,35207-2053136-8,250
35209-8454938-6,Asad Zafar,asad zafar,35207-9601304-3,153
35207-5167902-2,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35203-7091020-4,Asad Ahmed,asad ahmed,35204-5154613-9,106
35208-6683263-1,Faisal Khan,faisal khan,35207-8419320-8,76
35206-3445809-1,Shahzaib Mehmood,shahzaib mehmood,35209-8941906-4,155
35202-9840258-8,Tariq Zafar,tariq zafar,35208-6150880-8,332
35208-3976212-4,Ali Ali,ali ali,35209-7271629-7,326
35201-4769403-6,Umar Mehmood,umar mehmood,35205-3462004-4,404
35203-4387896-9,Salman Zafar,salman zafar,35203-9690569-5,128
35208-9982712-1,Faisal Khan,faisal khan,35207-8419320-8,76
35205-4774993-3,Tariq Bajwa,tariq bajwa,35204-5651068-3,381
35202-1021890-3,Muhammad Butt,muhammad butt,35202-2627452-2,408
35201-5712146-5,Yasir Ali,yasir ali,35204-7681144-9,18
35203-8261848-2,Muhammad Iqbal,muhammad iqbal,35203-6288847-4,336
35208-7556521-2,Hamza Akhtar,hamza akhtar,35209-4214793-1,263
35206-8690799-6,Umar Malik,umar malik,35201-6300501-8,388
35203-1829650-4,Ali Butt,ali butt,35209-3904563-1,24
35202-7893149-2,Salman Nawaz,salman nawaz,35209-4795850-9,258
35205-2201443-9,Ali Dar,ali dar,35203-2594508-8,338
35201-1738660-6,Waqas Ali,waqas ali,35203-2476080-5,28
35206-1499581-8,Zain Khan,zain khan,35205-2942808-9,68
35206-5735870-7,Waqas Dar,waqas dar,35207-6101602-3,108
35207-5352520-4,Shahzaib Ali,shahzaib ali,35202-8145522-4,185
35205-3580812-8,Osman Bajwa,osman bajwa,35208-4987886-5,207
35205-7318333-9,Hamza Dar,hamza dar,35204-1320523-5,373
35208-7775474-1,Hamza Ali,hamza ali,35201-9543184-5,343
35205-8822457-4,Salman Iqbal,salman iqbal,35204-3706130-9,215
35205-3253174-8,Asad Khan,asad khan,35204-4003202-2,84
35208-5929395-9,Osman Sheikh,osman sheikh,35205-4994849-6,126
35203-4774703-4,Yasir Bajwa,yasir bajwa,35207-4206670-6,316
35207-9490097-5,Tariq Malik,tariq malik,35201-1258486-2,398
35202-7216864-4,Farhan Akhtar,farhan akhtar,35202-7216864-4,35
35204-2301126-1,Waqas Nawaz,waqas nawaz,35202-7054780-5,105
35204-6030215-2,Ahmed Ali,ahmed ali,35204-4042073-7,41
35208-4167537-8,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35208-9507806-8,Farhan Raza,farhan raza,35203-9813478-5,294
35209-8618177-3,Noman Butt,noman butt,35206-5035816-2,6
35207-6676833-9,Umar Ali,umar ali,35203-5732805-7,324
35209-6424171-7,Salman Akhtar,salman akhtar,35204-7133380-4,221
35208-3173075-5,Tariq Ali,tariq ali,35202-9315974-9,378
35207-8715527-7,Umar Ali,umar ali,35203-5732805-7,324
35205-4642864-2,Yasir Akhtar,yasir akhtar,35205-3463685-8,73
35202-2037472-5,Tariq Ali,tariq ali,35202-9315974-9,378
35208-3635900-8,Umar Malik,umar malik,35201-6300501-8,388
35208-2396713-6,Umar Dar,umar dar,35203-6963836-5,359
35207-7420968-9,Shahzaib Akhtar,shahzaib akhtar,35203-7748012-7,176
35207-4170116-5,Bilal Malik,bilal malik,35208-7665082-9,236
35205-9031090-1,Salman Butt,salman butt,35206-2597970-1,1
35204-5405872-4,Farhan Akhtar,farhan akhtar,35203-5970972-4,34
35203-8614684-3,Hamza Mahmood,hamza mahmood,35205-9444088-5,322
35202-8230960-3,Umar Qureshi,umar qureshi,35209-2317166-3,287
35209-9153043-9,Asad Sheikh,asad sheikh,35204-2837431-8,140
35205-3875963-8,Yasir Dar,yasir dar,35207-7744902-9,143
35205-5572369-8,Bilal Ahmed,bilal ahmed,35209-5757053-6,96
35207-8382261-7,Noman Mehmood,noman mehmood,35209-7317957-9,223
35208-5596095-1,Osman Iqbal,osman iqbal,35208-5596095-1,197
35201-1590128-1,Waqas Malik,waqas malik,35207-7476368-1,110
35207-9377097-7,Farhan Khan,farhan khan,35206-7451239-7,25
35205-6470301-6,Asad Akhtar,asad akhtar,35204-1317910-8,125
35207-7876461-1,Muhammad Raza,muhammad raza,35206-5083037-9,401
35208-6585344-7,Asad Qureshi,asad qureshi,35205-4036159-2,281
35206-5397819-4,Zain Ahmed,zain ahmed,35201-3769792-1,173
35209-8117274-7,Faisal Ali,faisal ali,35205-7090667-7,323
35208-7476000-1,Asad Iqbal,asad iqbal,35207-6112795-3,309
35205-7768760-8,Farhan Dar,farhan dar,35209-1282637-1,36
35205-3203750-4,Noman Nawaz,noman nawaz,35203-3072970-2,43
35208-4666263-8,Ali Zafar,ali zafar,35205-6095280-3,357
35203-1445937-5,Waqas Ali,waqas ali,35203-2476080-5,28
35209-8271388-9,Ali Ali,ali ali,35209-7271629-7,326
35208-4449454-5,Noman Iqbal,noman iqbal,35205-6275176-3,92
35208-6965930-9,Faisal Zafar,faisal zafar,35208-9868198-3,392
35205-5102353-1,Ali Ahmed,ali ahmed,35203-8625804-4,40
35202-3324351-8,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35202-7870132-7,Shahzaib Mahmood,shahzaib mahmood,35208-2802462-5,154
35201-6934521-1,Yasir Mehmood,yasir mehmood,35205-3112594-8,156
35203-1822209-1,Ali Malik,ali malik,35202-9428336-6,350
35201-4761098-9,Bilal Zafar,bilal zafar,35201-2975789-8,368
35204-2997922-3,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35209-5537169-3,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35208-6718852-5,Ahmed Iqbal,ahmed iqbal,35204-6457798-1,297
35201-2580553-7,Rizwan Butt,rizwan butt,35209-8861187-3,9
35209-5099721-4,Junaid Dar,junaid dar,35202-7472399-8,265
35202-9636618-8,Noman Nawaz,noman nawaz,35203-3072970-2,43
35201-5629114-4,Hamza Nawaz,hamza nawaz,35204-5488792-1,348
35207-7298210-1,Ali Qureshi,ali qureshi,35208-4291057-4,282
35205-4342172-4,Tariq Butt,tariq butt,35207-5296902-4,295
35207-5989029-9,Salman Butt,salman butt,35208-1972166-6,2
35208-9713239-1,Salman Mehmood,salman mehmood,35205-6156959-5,264
35205-5244107-4,Bilal Butt,bilal butt,35207-9919630-3,292
35206-3539537-7,Salman Raza,salman raza,35204-7376421-9,272
35209-3878405-6,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35202-8145827-1,Faisal Ali,faisal ali,35205-7090667-7,323
35206-4525494-2,Shahzaib Khan,shahzaib khan,35209-6027180-2,147
35207-6162054-4,Farhan Sheikh,farhan sheikh,35207-4856608-2,16
35203-4842834-6,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35203-9771495-5,Waqas Mehmood,waqas mehmood,35201-2305156-7,137
35205-1685930-3,Ali Dar,ali dar,35203-2594508-8,338
35203-2709473-4,Faisal Bajwa,faisal bajwa,35203-2709473-4,202
35205-3755175-4,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35201-3952193-4,Noman Akhtar,noman akhtar,35207-3018980-3,89
35201-8227110-9,Faisal Zafar,faisal zafar,35203-2426180-9,393
35206-2908822-8,Farhan Mahmood,farhan mahmood,35209-9871378-1,344
35203-9923519-7,Junaid Nawaz,junaid nawaz,35203-6885593-5,311
35208-1406557-1,Muhammad Sheikh,muhammad sheikh,35201-4428264-1,151
35207-1355386-5,Umar Nawaz,umar nawaz,35202-8050462-2,361
35208-8880891-4,Asad Bajwa,asad bajwa,35201-8971941-2,405
35209-9160758-2,Osman Sheikh,osman sheikh,35205-4994849-6,126
35203-1270028-5,Noman Akhtar,noman akhtar,35205-8321529-8,90
35209-7807246-6,Ahmed Iqbal,ahmed iqbal,35204-6457798-1,297
35201-5686614-4,Umar Nawaz,umar nawaz,35202-8050462-2,361
35204-5978349-8,Bilal Mehmood,bilal mehmood,35202-9175461-9,353
35202-4860189-2,Zain Mahmood,zain mahmood,35208-9745466-9,152
35209-3397429-3,Salman Qureshi,salman qureshi,35204-7586105-9,226
35209-8718059-5,Yasir Khan,yasir khan,35205-8137316-9,11
35205-9344850-7,Faisal Nawaz,faisal nawaz,35207-8318149-2,255
35208-3729401-6,Osman Ali,osman ali,35207-1992050-5,220
35203-1753447-3,Yasir Qureshi,yasir qureshi,35209-5692770-6,66
35209-5837958-9,Tariq Sheikh,tariq sheikh,35206-2413562-2,80
35206-6205799-5,Bilal Mahmood,bilal mahmood,35201-4807132-5,363
35207-8671801-6,Ali Akhtar,ali akhtar,35209-1166325-3,193
35202-5470199-3,Farhan Bajwa,farhan bajwa,35201-1740865-8,354
35207-5404326-5,Salman Sheikh,salman sheikh,35206-8099372-6,55
35207-3406607-8,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35202-6420696-6,Zain Ahmed,zain ahmed,35201-3769792-1,173
35202-2051340-7,Noman Malik,noman malik,35204-3632125-8,167
35206-9770185-9,Zain Ali,zain ali,35204-9309788-9,179
35209-2428312-6,Osman Ahmed,osman ahmed,35201-7704636-6,32
35202-5958113-4,Faisal Zafar,faisal zafar,35203-2426180-9,393
35202-7086557-6,Salman Ahmed,salman ahmed,35208-7468539-8,130
35206-5662148-4,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35206-5366698-8,Ahmed Qureshi,ahmed qureshi,35201-8814827-8,212
35206-9469356-2,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35203-7329964-7,Abdullah Iqbal,abdullah iqbal,35206-4060005-8,172
35201-1130481-9,Zain Sheikh,zain sheikh,35205-8018488-3,145
35207-8588290-5,Umar Butt,umar butt,35205-9406486-9,299
35205-6807176-1,Farhan Ahmed,farhan ahmed,35205-6807176-1,38
35209-4108878-7,Ali Nawaz,ali nawaz,35202-5378174-1,290
35202-4084943-9,Yasir Iqbal,yasir iqbal,35209-7592373-5,63
35208-7986623-6,Asad Raza,asad raza,35202-1836884-5,391
35203-4171031-5,Zain Nawaz,zain nawaz,35206-3230485-8,149
35202-2488335-6,Waqas Mehmood,waqas mehmood,35201-2305156-7,137
35202-4562499-7,Abdullah Khan,abdullah khan,35206-6701042-4,86
35202-6284436-3,Yasir Khan,yasir khan,35205-8137316-9,11
35207-1974347-1,Zain Bajwa,zain bajwa,35202-4257575-4,411
35203-4283797-4,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35206-6846068-9,Yasir Bajwa,yasir bajwa,35207-4206670-6,316
35209-8670104-2,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35207-2079217-8,Osman Zafar,osman zafar,35205-3695811-8,103
35209-6779222-4,Tariq Dar,tariq dar,35208-6076062-1,377
35206-8269630-7,Ahmed Zafar,ahmed zafar,35205-6567088-1,188
35209-2344459-2,Farhan Nawaz,farhan nawaz,35206-2203581-6,46
35201-2331512-3,Farhan Dar,farhan dar,35209-1282637-1,36
35204-8299224-6,Rizwan Zafar,rizwan zafar,35205-9385586-6,260
35206-6845343-7,Abdullah Iqbal,abdullah iqbal,35206-4060005-8,172
35206-1616114-6,Zain Qureshi,zain qureshi,35209-9498660-7,270
35209-6417345-6,Faisal Bajwa,faisal bajwa,35203-2709473-4,202
35206-4607352-4,Abdullah Mehmood,abdullah mehmood,35205-3197247-9,225
35208-2056008-1,Tariq Mehmood,tariq mehmood,35203-8522506-2,339
35209-1088070-7,Bilal Bajwa,bilal bajwa,35208-6271014-3,406
35207-5138256-7,Bilal Raza,bilal raza,35207-4483459-4,362
35203-3846211-5,Tariq Dar,tariq dar,35208-6076062-1,377
35209-7994313-1,Umar Iqbal,umar iqbal,35201-5487584-5,315
35206-8579884-3,Muhammad Akhtar,muhammad akhtar,35204-3689783-3,337
35205-1480206-1,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35202-2171678-8,Farhan Ahmed,farhan ahmed,35205-6807176-1,38
35208-6404022-1,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35204-5736041-4,Faisal Malik,faisal malik,35202-6480170-5,121
35206-7833373-3,Ahmed Ali,ahmed ali,35204-4042073-7,41
35207-5353961-3,Noman Ali,noman ali,35202-8233662-6,42
35201-7983415-6,Osman Qureshi,osman qureshi,35201-6150397-2,100
35201-2933412-7,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35201-2832278-9,Shahzaib Dar,shahzaib dar,35207-5896022-2,194
35208-8780836-5,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35207-8696303-5,Waqas Bajwa,waqas bajwa,35207-2869630-1,114
35204-6876105-7,Ali Khan,ali khan,35204-1406782-8,74
35204-2624209-7,Osman Akhtar,osman akhtar,35205-9619312-9,199
35206-9075315-7,Tariq Khan,tariq khan,35205-4335027-9,56
35204-5506089-9,Salman Dar,salman dar,35208-6660693-7,256
35209-7373517-2,Shahzaib Khan,shahzaib khan,35202-1690408-8,148
35208-3181857-8,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35203-7151177-1,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35204-1192323-8,Farhan Iqbal,farhan iqbal,35209-1512955-8,31
35201-5601156-6,Junaid Ali,junaid ali,35204-7792749-6,244
35206-2903697-4,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35208-9117361-1,Tariq Qureshi,tariq qureshi,35207-8505059-3,268
35202-9185244-6,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35205-4103371-8,Junaid Bajwa,junaid bajwa,35205-4103371-8,267
35201-4703130-6,Muhammad Khan,muhammad khan,35206-6168773-7,330
35206-2943424-3,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35206-1342078-5,Waqas Sheikh,waqas sheikh,35206-8207570-8,20
35203-7833159-1,Asad Nawaz,asad nawaz,35205-2013312-8,102
35202-6832344-1,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35209-2346976-5,Ahmed Mahmood,ahmed mahmood,35208-3401625-9,168
35202-9387899-6,Ahmed Qureshi,ahmed qureshi,35208-6562251-1,211
35201-2777555-3,Rizwan Dar,rizwan dar,35202-2665736-9,240
35204-1531594-4,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35208-3734243-6,Noman Sheikh,noman sheikh,35204-4598915-8,53
35209-4532175-4,Osman Butt,osman butt,35204-5402716-9,29
35201-7339134-6,Junaid Ahmed,junaid ahmed,35206-2914282-8,289
35206-8890164-7,Tariq Qureshi,tariq qureshi,35207-8505059-3,268
35201-6386393-8,Tariq Ali,tariq ali,35202-9315974-9,378
35204-2323258-2,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35201-8690691-8,Muhammad Qureshi,muhammad qureshi,35204-9570062-8,328
35202-3531226-9,Salman Zafar,salman zafar,35205-7094896-8,127
35207-5151569-8,Faisal Khan,faisal khan,35204-1825231-6,77
35201-6593246-9,Yasir Ali,yasir ali,35204-7681144-9,18
35208-9658272-3,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35205-3768410-3,Salman Raza,salman raza,35204-7376421-9,272
35209-3274287-7,Osman Mehmood,osman mehmood,35209-6978144-3,313
35207-8879360-5,Asad Dar,asad dar,35202-9270980-3,98
35205-3359784-6,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35209-7566124-5,Bilal Qureshi,bilal qureshi,35204-5971420-8,164
35207-2866390-3,Osman Akhtar,osman akhtar,35203-1024944-4,200
35207-2563380-4,Muhammad Iqbal,muhammad iqbal,35203-6288847-4,336
35205-2125264-3,Shahzaib Dar,shahzaib dar,35202-8206296-7,195
35205-8869882-9,Asad Ahmed,asad ahmed,35204-5154613-9,106
35201-5282186-3,Ali Qureshi,ali qureshi,35208-4291057-4,282
35209-6423000-8,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35205-2995117-3,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35204-5916031-8,Noman Mehmood,noman mehmood,35209-7317957-9,223
35208-8936361-6,Ahmed Bajwa,ahmed bajwa,35208-2908852-6,312
35209-7426628-6,Umar Nawaz,umar nawaz,35202-8050462-2,361
35203-4159361-9,Noman Zafar,noman zafar,35207-9167737-1,183
35209-6874694-5,Shahzaib Butt,shahzaib butt,35209-1379907-3,161
35205-3193116-7,Junaid Mahmood,junaid mahmood,35209-3930591-3,266
35201-8645211-4,Osman Iqbal,osman iqbal,35208-5596095-1,197
35208-3776193-5,Osman Ali,osman ali,35207-1992050-5,220
35208-8857990-5,Osman Iqbal,osman iqbal,35208-5596095-1,197
35206-1080772-6,Faisal Nawaz,faisal nawaz,35205-1070639-5,254
35209-9867100-7,Junaid Zafar,junaid zafar,35208-1875286-9,384
35208-7760823-9,Shahzaib Ahmed,shahzaib ahmed,35204-4186015-5,170
35207-6027253-5,Osman Raza,osman raza,35206-4928103-6,218
35204-9902544-5,Zain Nawaz,zain nawaz,35206-3230485-8,149
35201-1253391-2,Faisal Ahmed,faisal ahmed,35205-9187591-8,112
35208-9484512-2,Junaid Sheikh,junaid sheikh,35205-9048423-9,187
35207-3327973-8,Umar Mahmood,umar mahmood,35206-4107751-4,365
35209-8279056-8,Yasir Raza,yasir raza,35203-7622086-8,81
35206-9707829-2,Waqas Nawaz,waqas nawaz,35204-5543745-8,104
35205-8790466-2,Asad Butt,asad butt,35206-4912945-6,52
35202-9091776-7,Rizwan Malik,rizwan malik,35204-6708520-7,247
35207-2290473-2,Bilal Ahmed,bilal ahmed,35209-5757053-6,96
35204-4344193-8,Ali Sheikh,ali sheikh,35203-9462280-2,134
35203-2482399-3,Zain Mahmood,zain mahmood,35208-9745466-9,152
35207-7130347-3,Rizwan Khan,rizwan khan,35206-3014148-9,116
35201-7818546-1,Noman Iqbal,noman iqbal,35205-6275176-3,92
35205-6943338-7,Ahmed Dar,ahmed dar,35203-3233930-2,15
35209-8596567-9,Hamza Dar,hamza dar,35204-1320523-5,373
35207-4535253-3,Asad Raza,asad raza,35202-1836884-5,391
35207-9366807-2,Farhan Dar,farhan dar,35209-1282637-1,36
35203-6761272-2,Yasir Nawaz,yasir nawaz,35201-3276739-7,82
35201-6420813-9,Bilal Ahmed,bilal ahmed,35209-5757053-6,96
35206-8875840-5,Junaid Bajwa,junaid bajwa,35205-4103371-8,267
35206-7510762-2,Yasir Mehmood,yasir mehmood,35208-4930536-1,157
35201-8420164-8,Umar Qureshi,umar qureshi,35209-2317166-3,287
35201-6780618-9,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35209-7680432-7,Umar Dar,umar dar,35203-6963836-5,359
35205-2576665-8,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35208-5800128-8,Junaid Mehmood,junaid mehmood,35204-6734238-2,283
35209-9213868-3,Ahmed Khan,ahmed khan,35207-8699103-2,75
35203-5934066-8,Shahzaib Iqbal,shahzaib iqbal,35207-8567374-2,171
35206-7307121-7,Ali Ali,ali ali,35209-7271629-7,326
35208-9632764-7,Noman Akhtar,noman akhtar,35207-3018980-3,89
35202-9520606-7,Salman Nawaz,salman nawaz,35206-5214001-7,257
35202-2351165-1,Waqas Ahmed,waqas ahmed,35202-5834151-7,109
35201-3993149-6,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35205-2029267-5,Farhan Butt,farhan butt,35204-7128418-8,4
35207-2595076-6,Faisal Butt,faisal butt,35202-6153355-9,300
35209-2363615-6,Muhammad Raza,muhammad raza,35206-5083037-9,401
35205-9812339-1,Noman Mehmood,noman mehmood,35209-7317957-9,223
35201-8375761-8,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35203-2042745-7,Ahmed Mahmood,ahmed mahmood,35209-4812032-1,169
35202-7099946-7,Umar Mahmood,umar mahmood,35204-8110839-6,366
35205-5196322-8,Ahmed Nawaz,ahmed nawaz,35205-8500517-4,71
35203-6096704-5,Zain Mehmood,zain mehmood,35208-7855114-2,233
35203-6907020-5,Waqas Iqbal,waqas iqbal,35201-9494571-2,101
35209-6392044-4,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35201-2228193-3,Farhan Akhtar,farhan akhtar,35203-5970972-4,34
35209-9896318-8,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35208-4449543-8,Noman Qureshi,noman qureshi,35208-9103159-6,50
35206-8261633-2,Hamza Khan,hamza khan,35204-9122047-6,10
35201-2370475-3,Yasir Raza,yasir raza,35203-7622086-8,81
35209-9702601-2,Umar Bajwa,umar bajwa,35208-2631798-4,410
35204-1394228-6,Tariq Zafar,tariq zafar,35208-6150880-8,332
35206-2439323-7,Faisal Iqbal,faisal iqbal,35202-7066065-7,308
35206-9879650-2,Osman Butt,osman butt,35204-5402716-9,29
35204-9180995-5,Ali Zafar,ali zafar,35205-6095280-3,357
35203-9226453-3,Noman Akhtar,noman akhtar,35205-8321529-8,90
35208-2063777-8,Waqas Butt,waqas butt,35204-9785861-1,0
35209-9101491-3,Zain Khan,zain khan,35205-2942808-9,68
35201-3929415-1,Shahzaib Qureshi,shahzaib qureshi,35204-6022444-5,166
35208-1021270-6,Umar Qureshi,umar qureshi,35209-2317166-3,287
35202-8532900-5,Waqas Butt,waqas butt,35204-9785861-1,0
35201-7532290-3,Yasir Iqbal,yasir iqbal,35201-4273570-4,62
