cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35208-8588481-6,Ali Mehmood,Rawalpindi,100,100,100,100,100,100.0,75.46064853994152,86.5,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 411,973 | Owns 2 property/properties (Total estimated value: PKR 219,180,901) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 77 unregistered non-filers"
35207-3018980-3,Noman Akhtar,Multan,100,100,100,100,100,100.0,74.87819621401518,86.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 289,341 | Owns 4 property/properties (Total estimated value: PKR 360,373,022) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 7 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35206-7316303-6,Bilal Zafar,Karachi,100,100,100,100,100,100.0,74.87819621401518,86.18,1,"Non-Filer (No active tax filings recorded) | Owns 4 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 367,620 | Owns 4 property/properties (Total estimated value: PKR 442,666,842) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 7 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35201-3660134-5,Umar Bajwa,Karachi,100,100,100,100,100,100.0,74.87819621401518,86.18,1,"Non-Filer (No active tax filings recorded) | Owns 4 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 313,412 | Owns 4 property/properties (Total estimated value: PKR 306,086,942) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 7 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35209-2200408-8,Noman Nawaz,Multan,100,100,100,100,100,100.0,74.87819621401518,86.18,1,"Non-Filer (No active tax filings recorded) | Owns 4 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 239,809 | Owns 2 property/properties (Total estimated value: PKR 88,879,674) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 7 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35202-2627452-2,Muhammad Butt,Karachi,100,100,100,100,80,96.0,77.37491259282442,85.76,1,"Filer with declared annual income PKR 438,472 | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 440,815 | Owns 2 property/properties (Total estimated value: PKR 214,992,648) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35203-8576250-5,Yasir Malik,Karachi,100,100,100,100,80,96.0,77.26169781318698,85.69,1,"Filer with declared annual income PKR 475,490 | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 284,757 | Owns 4 property/properties (Total estimated value: PKR 324,836,326) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 8 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35208-1745560-8,Ahmed Iqbal,Rawalpindi,100,100,100,100,100,100.0,73.39574221361481,85.37,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 484,128 | Owns 2 property/properties (Total estimated value: PKR 205,865,845) | International travels logged: 1 flight(s) (1 Business/First class) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35206-7451239-7,Farhan Khan,Multan,100,100,100,100,100,100.0,73.39574221361481,85.37,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 174,145 | Owns 3 property/properties (Total estimated value: PKR 202,151,561) | International travels logged: 1 flight(s) (1 Business/First class) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35203-6288847-4,Muhammad Iqbal,Lahore,100,100,100,100,80,96.0,76.11957252244541,85.07,1,"Filer with declared annual income PKR 298,010 | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 215,016 | Owns 2 property/properties (Total estimated value: PKR 155,631,146) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-7090667-7,Faisal Ali,Faisalabad,100,100,100,100,100,100.0,72.79214384346788,85.04,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 419,322 | Owns 2 property/properties (Total estimated value: PKR 204,265,864) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 77 unregistered non-filers"
35208-6427245-9,Osman Malik,Islamabad,100,100,100,100,100,100.0,72.79214384346788,85.04,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 466,011 | Owns 2 property/properties (Total estimated value: PKR 181,697,522) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 77 unregistered non-filers"
35208-6271014-3,Bilal Bajwa,Multan,100,100,100,100,100,100.0,72.69945168145647,84.98,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 359,369 | Owns 2 property/properties (Total estimated value: PKR 159,034,880) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35206-6701042-4,Abdullah Khan,Rawalpindi,100,100,100,100,100,100.0,72.67851794483681,84.97,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 493,429 | Owns 2 property/properties (Total estimated value: PKR 233,693,878) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35203-3586812-2,Tariq Nawaz,Multan,100,100,100,100,100,100.0,72.67851794483681,84.97,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 302,606 | Owns 4 property/properties (Total estimated value: PKR 399,132,977) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35202-9886078-2,Abdullah Khan,Multan,100,100,100,100,80,96.0,75.90633898811248,84.95,1,"Filer with declared annual income PKR 252,351 | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 473,457 | Owns 2 property/properties (Total estimated value: PKR 200,401,385) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35204-4042073-7,Ahmed Ali,Rawalpindi,100,100,100,100,80,96.0,75.86347975078311,84.92,1,"Filer with declared annual income PKR 401,345 | Owns 3 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 212,270 | Owns 4 property/properties (Total estimated value: PKR 396,532,083) | International travels logged: 1 flight(s) (1 Business/First class) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35202-3432098-8,Bilal Khan,Multan,100,100,100,100,100,100.0,71.63371870036272,84.4,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 183,189 | Owns 4 property/properties (Total estimated value: PKR 322,184,287) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 6 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35201-1740865-8,Farhan Bajwa,Islamabad,100,100,100,100,100,100.0,71.63371870036272,84.4,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 302,486 | Owns 2 property/properties (Total estimated value: PKR 182,496,310) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 6 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35205-8137316-9,Yasir Khan,Lahore,100,100,100,100,80,96.0,74.54734942487724,84.2,1,"Filer with declared annual income PKR 440,419 | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 279,489 | Owns 4 property/properties (Total estimated value: PKR 446,762,484) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35202-9870940-9,Tariq Akhtar,Karachi,100,100,100,100,80,96.0,74.54734942487724,84.2,1,"Filer with declared annual income PKR 332,305 | Owns 1 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 338,960 | Owns 2 property/properties (Total estimated value: PKR 252,640,118) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
